object_number,is_highlight,is_public_domain,object_id,gallery_number,department,title,culture,object_date,object_begin_date,object_end_date,medium,credit_line
"1989.238.31a, b",False,True,37489,250,Asian Art,Covered Box,Thailand (Si Satchanalai),14th–ca. mid-16th century,1300,1570,Earthenware with cream white glaze and iron-brown underglaze decoration,"Purchase, Gifts of friends of Jim Thompson, in his memory, 1989"
"1989.238.34a, b",False,True,37492,250,Asian Art,Covered Box,Thailand (Si Satchanalai),14th–ca. mid-16th century,1300,1570,Earthenware with cream white glaze and iron-brown underglaze decoration,"Purchase, Gifts of friends of Jim Thompson, in his memory, 1989"
1989.238.44,False,True,37502,250,Asian Art,Water Dropper in the Form of a Kneeling Man,Thailand (Si Satchanalai),14th–ca. mid-16th century,1300,1570,Earthenware with cream white glaze and iron-brown underglaze decoration,"Purchase, Gifts of friends of Jim Thompson, in his memory, 1989"
1989.238.51,False,True,37509,250,Asian Art,Dish,Thailand (Si Satchanalai),14th–ca. mid-16th century,1300,1570,Earthenware with cream white glaze and iron-brown underglaze decoration,"Purchase, Gifts of friends of Jim Thompson, in his memory, 1989"
1989.238.52,False,True,37510,250,Asian Art,Bottle with Three Lugs,Thailand (Si Satchanalai),14th–ca. mid-16th century,1300,1570,Earthenware with cream white glaze and iron-brown underglaze decoration,"Purchase, Gifts of friends of Jim Thompson, in his memory, 1989"
64.104.2,False,True,37514,250,Asian Art,Water Dropper in the form of a Seated Demon,Thailand,14th–ca. mid-16th century,1300,1550,Earthenware,"Gift of Mr. and Mrs. J. J. Klejman, 1964"
1982.225,False,True,37803,253,Asian Art,Hevajra Mandala,Tibet,16th century,1500,1599,Ink and distemper on cloth,"Gift of Henry and Louise Loeb, 1982"
1983.510.1,False,True,37806,253,Asian Art,Offerings to the Goddess Palden Lhamo,Tibet,late 16th century,1571,1599,Distemper and ink on cloth,"Gift of Frances Gould-Naftal and Marvin Naftal, 1983"
1986.502.3,False,True,37410,235,Asian Art,Earring(?) with the Head of a Male Figure,Pakistan (ancient region of Gandhara),4th century,300,399,Ivory,"Gift of Steven Kossak, The Kronos Collections, 1986"
2000.284.8,False,True,37411,234,Asian Art,Fragment of an Ivory Comb,"Afghanistan, possibly of West Indian manufacture",1st–3rd century,1,299,Ivory,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
1988.148.1,False,True,37412,237,Asian Art,Panel of a Portable Buddhist Shrine with Dancer and Musician Celebrants,"India (Jammu and Kashmir, ancient kingdom of Kashmir)",8th century,700,799,Ivory with traces of color,"Purchase, Friends of Asian Art Gifts, 1988"
1979.287,False,True,37413,237,Asian Art,"Panel from a Portable Shrine: The Descent of the Buddha from Trayastrimsha Heaven

","India (Jammu and Kashmir, ancient kingdom of Kashmir),",7th–8th century,600,799,Ivory with traces of color,"Purchase, Rogers and Seymour Funds; Margery and Harry Kahn and Mr. and Mrs. Peter Findlay Gifts; Gifts of Albert Ten Eyck Gardner, Florance Waterbury and Jacob Weisman, by exchange; Gift of Mrs. Laurent Oppenheim, in memory of her husband, and Gift of Albert Angell Southwick, in memory of Mrs. Charles Waterbury Clark, by exchange; Bequest of Florance Waterbury, in memory of her father, John I. Waterbury and Bequest of Gilbert H. Montague, in memory of his wife, Amy Angell Collier Montague, by exchange, 1979.

"
1984.486.2,False,True,37416,247,Asian Art,Water Spout in the Form of a Makara,Indonesia (Java),ca. 10th century,850,1050,Bronze,"Gift of John and Evelyn Kossak, The Kronos Collections, 1984"
1987.142.32,False,True,37417,247,Asian Art,Finial with Lions and Makaras,Indonesia (Java),ca. late 9th–first quarter of the 10th century,871,925,Bronze,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1987.142.33,False,True,37418,247,Asian Art,Finial with a Kinnari,Indonesia (Java),ca. 9th century,750,950,Bronze,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1982.462.1,False,True,37419,247,Asian Art,Finial with a Cockerel,Indonesia (Java),first half of the 10th century,900,949,Bronze,"Gift of John and Evelyn Kossak, The Kronos Collections, 1982"
1984.491.4,False,True,37420,247,Asian Art,Finial with a Cockerel,Indonesia (Java),ca. first half of the 10th century,900,949,Bronze,"Gift of Cynthia Hazen Polsky, 1984"
1987.218.8a–c,False,True,37426,236,Asian Art,Ritual Incense Burner,Pakistan (ancient region of Gandhara),ca. 6th century,450,650,Bronze,"Samuel Eilenberg Collection, Ex Coll.: Columbia University, Purchase, Mrs. Arthur Hays Sulzberger Gift, 1987

"
1984.498.5,False,True,37434,248,Asian Art,Bottle,Thailand (Buriram Province),early 12th century,1100,1133,Stoneware,"Gift of Mr. and Mrs. Uzi Zucker, 1984"
"1986.506.3a, b",False,True,37436,248,Asian Art,Covered Lime Pot in the Form of a Rabbit,Thailand,second half of the 12th century,1150,1199,Stoneware,"Gift of Cynthia Hazen Polsky, 1986"
"1986.506.10a, b",False,True,37439,248,Asian Art,Covered Cylinderical Jar,Thailand (Buriram Province),11th century,1000,1099,Stoneware,"Gift of Cynthia Hazen Polsky, 1986"
1989.157,False,True,37451,204,Asian Art,"Plate with Peonies

",Vietnam,15th century,1400,1499,"Stoneware painted with cobalt blue under transparent glaze

","Purchase, Friends of Asian Art Gifts, 1989"
1987.415.1,False,True,38196,236,Asian Art,Nagaraja (Serpent King),India (Madhya Pradesh),ca. second quarter of the 5th century,426,450,Stone,"Gift of Evelyn Kossak, The Kronos Collections, 1987"
1979.6,True,True,38198,236,Asian Art,Standing Buddha Offering Protection,"India (Uttar Pradesh, Mathura)",late 5th century,467,499,Red sandstone,"Purchase, Enid A. Haupt Gift, 1979"
1991.83.2,False,True,38200,236,Asian Art,Standing Balarama or Nagaraja (Serpent King),India (Uttar Pradesh or Madhya Pradesh),ca. mid-5th century,434,466,Red sandstone,"Gift of Jeffrey B. Soref, in honor of Steve Kossak, 1991"
13.96.23,False,True,38211,235,Asian Art,Stair Riser: Dionysian Scene with Musicians and Dancers,Pakistan (ancient region of Gandhara),ca. 1st century,50,100,Schist,"Rogers Fund, 1913"
"2015.500.4.2, .3",False,True,38212,235,Asian Art,Pair of Lions with Attendant,Pakistan (ancient region of Gandhara),3rd–5th century,200,499,Schist,"Gift of Florence and Herbert Irving, 2015"
1985.25,False,True,38216,253,Asian Art,Dharmapala Standing on a Lion,Tibet,ca. 16th century,1450,1650,"Stone with traces of gold paint, inlaid with turquoise","Purchase, Foundation of Fine Art of the Century Gift, 1985"
28.105,True,True,38239,235,Asian Art,Drum panel with scenes of the Great Departure and Temptation of the Buddha,"India, Nagarjunakonda, Guntur district, Andhra Pradesh",first half 3rd century CE,200,249,Limestone,"Fletcher Fund, 1928"
30.29,False,True,38240,235,Asian Art,The Conversion and Ordination of Nanda,"India (Andhra Pradesh, Goli)",3rd century,200,299,Limestone,"Rogers Fund, 1930"
33.25,False,True,38241,235,Asian Art,Naga attendant holding a fly whisk,"India, probably Goli, Guntur district, Andhra Pradesh",ca. 3rd century CE,150,350,Limestone,"Rogers Fund, 1933"
1987.142.323,False,True,38242,236,Asian Art,Linga with Face of Shiva (Ekamukhalinga),India (Madhya Pradesh),first half of the 5th century,400,449,Sandstone,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1980.415,False,True,38246,237,Asian Art,Linga with Face of Shiva (Ekamukhalinga),Afghanistan,9th century,700,1000,White marble,"Rogers Fund, 1980"
1989.150,False,True,38250,237,Asian Art,Linga with Face of Shiva (Ekamukhalinga),"India (Jammu and Kashmir, ancient kingdom of Kashmir)",7th century,600,699,Stone,"Purchase, Friends of Asian Art Gifts, 1989"
1986.506.15,False,True,38251,237,Asian Art,Vishvarupa Vishnu,"India (Jammu and Kashmir, ancient kingdom of Kashmir)",6th century,500,599,Stone,"Gift of Cynthia Hazen Polsky, 1986"
1989.236.4,False,True,38253,237,Asian Art,"Gaja Lakshmi, Goddess of Fortune","India (Jammu and Kashmir, ancient kingdom of Kashmir)",8th century,700,799,Stone,"Gift of Doris Rubin, in memory of Harry Rubin, 1989"
1987.142.66,False,True,38254,237,Asian Art,"Section of a Diptych in Linga Form, Interior Depicting Shiva and Parvati","India (Jammu and Kashmir, ancient kingdom of Kashmir)",7th century,600,699,Chlorite schist,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1984.486.3,False,True,38261,246,Asian Art,Head of a Bodhisattva,Thailand (Phetchabun Province),ca. first half of the 8th century,700,749,Stone,"Gift of John and Evelyn Kossak, The Kronos Collections, 1984"
36.96.3,True,True,38265,249,Asian Art,Brahma,Cambodia,first quarter of the 10th century,900,925,Sandstone,"Fletcher Fund, 1936"
1987.142.374,False,True,38079,234,Asian Art,Ring Stone,India,ca. 1st–2nd century BCE,-100,-99,Stone,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1987.142.55,False,True,38081,234,Asian Art,Disc stone,Northern India,ca. 3rd–late 2nd century BCE,-300,-200,Steatite,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1987.142.56,False,True,38082,234,Asian Art,Disk Stone with a Four-Part Design of Palmettes and Branches,Pakistan (ancient region of Gandhara),1st century BCE,-100,-1,Stone,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
2000.284.10,False,True,38084,234,Asian Art,Ring stone with goddesses and aquatic plants,Northern India,3rd–late 2nd century BCE,-300,-266,Steatite,"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998"
1987.142.379,False,True,38089,234,Asian Art,Auspicious Emblem with Four Dancing Figures,"India (Uttar Pradesh, Kaushambi)",1st century BCE,-99,-1,Terracotta,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1987.142.376,False,True,38092,234,Asian Art,Plaque with a Dancer and a Vina Player,India,1st century BCE,-99,-1,Terracotta,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1983.511.2,False,True,38280,247,Asian Art,Water Spout in the Form of a Makara,Indonesia (Java),ca. 10th century,850,1050,Andesite,"Gift of Cynthia Hazen Polsky, 1983"
1987.142.13,False,True,38285,247,Asian Art,Seated Transcendent Buddha Vairochana,Indonesia (Java),ca. second half of the 10th century,950,999,"Buddha: silver;  pedestal and throne back: bronze
","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1987.142.11,False,True,38286,247,Asian Art,Seated Transcendent Buddha Akshobhya (?),Indonesia (Java),second half of the 10th century,950,999,Silver,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1984.482,False,True,38287,234,Asian Art,Seal with an Ox,Pakistan,3000–1500 BCE,-3000,-1500,Baked steatite,"Gift of Michael and Georgia de Havenon, 1984"
1987.218.19,False,True,38289,247,Asian Art,"Head of a Buddhist Deity, Perhaps Amitabha",Indonesia (Kalimantan),ca. 12th–13th century,1100,1299,Stone,"Samuel Eilenberg Collection, Ex Coll.: Columbia University, Purchase, Joseph H. Hazen Foundation, Inc. Gift, 1987"
1983.550,False,True,38293,245,Asian Art,"Yaksha, possibly Kubera",Vietnam,late 6th–early 7th century,567,635,Sandstone,"Gift of John and Evelyn Kossak, The Kronos Collections, 1983"
36.96.6,False,True,38295,249,Asian Art,Lintel with Carved Figures,Cambodia,ca. 921–945,911,955,Stone,"Fletcher Fund, 1936"
2015.500.4.27,False,True,38297,249,Asian Art,"The Half-Male, Half-Female Form of Shiva (Shiva Ardhanarishvara)",Cambodia,ca. 921–45,921,945,Stone,"Gift of Florence and Herbert Irving, 2015"
1987.258.2a–q,False,True,38115,235,Asian Art,Reliquary with Contents,Pakistan (ancient region of Gandhara),ca. 1st century,-50,150,"Schist with objects of copper, gold, rock crystal, and pearl objects","Gift of Mr. and Mrs. Uzi Zucker, 1987"
1987.142.44a–m,False,True,38116,235,Asian Art,Reliquary with Contents,Pakistan (ancient region of Gandhara),ca. 1st–3rd century,1,299,Schist with traces of gold leaf,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987"
1986.259,False,True,38307,252,Asian Art,Yakshas Relief,"Nepal, Kathmandu Valley, possibly Deopatan",8th–9th century,700,899,Stone,"Purchase, Jack Naiman Gift, 1986"
1986.506.14,False,True,38309,250,Asian Art,Architectural Panel with Two Kala Heads,Thailand (Haripunjaya),11th century,1000,1099,Stucco,"Gift of Cynthia Hazen Polsky, 1986"
20.43,False,True,38123,238,Asian Art,Buddha Preaching the First Sermon at Sarnath,"India (Bihar, probably Nalanda)",11th century,1000,1099,Black stone,"Rogers Fund, 1920"
57.51.6,True,True,38124,238,Asian Art,Manjuvajra Mandala,Bangladesh or India (Bengal),11th century,1000,1099,Black stone,"Bequest of Cora Timken Burnett, 1956"
1982.462.9,False,True,38125,237,Asian Art,Vishnu,"India (Jammu and Kashmir, ancient kingdom of Kashmir)",ca. second half of the 7th century,650,699,Stone,"Gift of John and Evelyn Kossak, The Kronos Collections, 1982"
1986.207,True,True,38318,250,Asian Art,Crowned Buddha,Burma,ca. 13th–early 14th century,1200,1333,Wood with lacquer and gilt,"Purchase, Friends of Asian Art Gifts, 1986"
1986.334,False,True,38320,250,Asian Art,Seated Buddha,Burma,13th–14th century,1200,1399,Stucco with traces of lacquer and polychrome,"Purchase, Foundation of Fine Art of the Century Gift, 1986"
1988.246,False,True,38321,250,Asian Art,Head of a Male Deity,Burma,ca. 11th century,1000,1099,Stone,"Purchase, Gift of Dorothy Malbon Parker, by exchange, and Ashkenazie and Co. and Andrew Saul Gifts, 1988"
1981.59,True,True,38327,252,Asian Art,"Bodhisattva, probably Padmapani Lokeshvara",Nepal (Kathmandu Valley),10th–11th century,900,1099,Gilt copper alloy,"Gift of Margery and Harry Kahn, 1981"
1982.220.12,True,True,38328,252,Asian Art,"The Bodhisattva Maitreya, the Buddha of the Future",Nepal,11th century,1000,1099,Copper alloy with gilding and color,"Rogers Fund, 1982"
1988.282,False,True,38329,252,Asian Art,"Avalokiteshvara, the Bodhisattva of Infinite Compassion",Nepal (Kathmandu Valley),10th century,900,999,Gilt-copper alloy,"Purchase, Lita Annenberg Hazen Charitable Trust Gift, 1988"
1986.512,False,True,38136,240,Asian Art,"Jyeshtha, the Goddess of Ill Fortune, Accompanied by Her Children",India (Tamil Nadu),9th–10th century,800,999,Granite,"Gift of Doris Wiener, 1986"
62.81,False,True,38137,240,Asian Art,Shiva Revealed in the Linga (Lingodbhavamurti),South India (Tamil Nadu),late 12th–13th century,1167,1233,Granite,"Fletcher Fund, 1962"
1984.494.5,False,True,38139,241,Asian Art,Preening Celestial Deity,"India (Orissa, Bhuvaneshwar)",11th–12th century,1000,1199,Ferruginous stone,"Gift of Dr. and Mrs. Roger Stoll, 1984"
65.108,False,True,38140,241,Asian Art,Tree Dryad (Shalabhanjika),India (Orissa),12th–13th century,1100,1299,Ferruginous stone,"Rogers Fund, 1965"
1970.44,False,True,38141,241,Asian Art,Loving Couple (Mithuna),India (Orissa),13th century,1200,1299,Ferruginous stone,"Purchase, Florance Waterbury Bequest, 1970"
2008.537,False,True,38142,240,Asian Art,Celestial Musician (Gandharva),"India (Karnataka, possibly Dharwar)",11th century,1000,1099,Slate,"Gift of Florence and Herbert Irving, in honor of Philippe de Montebello, 2008"
57.51.2,False,True,38143,241,Asian Art,Vishnu Accompanied by Garuda and Lakshmi,"South India (Telangana, Kalyani district)",12th–13th century,1100,1199,Stone,"Bequest of Cora Timken Burnett, 1956"
68.46,True,True,38146,241,Asian Art,Vishnu,India (Punjab),10th–11th century,999,1099,Sandstone,"Rogers Fund, 1968"
69.247,False,True,38148,241,Asian Art,Celestial Beauty (Surasundari),India (southern Rajasthan),11th century,1000,1099,Marble,"Gift of Margery and Harry Kahn, 1969"
1989.121,True,True,38152,241,Asian Art,"Chamunda, the Horrific Destroyer of Evil",India,10th–11th century,900,1099,Sandstone,"Purchase, Anonymous Gift and Rogers Fund, 1989"
1987.417.4,False,True,38155,244,Asian Art,Bangle with Flanges,Thailand (Ban Chiang),ca. 500 BCE–300 CE,-500,300,Stone,"Gift of Steven Kossak, The Kronos Collections, 1987"
1980.526.3,False,True,38157,245,Asian Art,Seated Buddha,Vietnam,7th–8th century,600,799,Sandstone,"Gift of John and Evelyn Kossak, The Kronos Collections, 1980"
1987.17,True,True,38158,245,Asian Art,Shiva,Vietnam or Southern Cambodia,mid- 7th century,634,666,Sandstone,"Rogers Fund, 1987"
1982.220.7,True,True,38159,245,Asian Art,Standing Ganesha,Cambodia,second half 7th century,650,699,Stone,"Rogers, Louis V. Bell and Fletcher Funds, 1982"
1993.477.3,True,True,38160,245,Asian Art,Buddha,Cambodia or Vietnam,mid-7th century,634,666,Sandstone,"Gift of Florence and Herbert Irving, 1993"
1977.241,True,True,38162,245,Asian Art,Harihara,Cambodia or Vietnam,late 7th–early 8th century,667,733,Sandstone,"Purchase, Laurance S. Rockefeller Gift and Anonymous Gift, 1977"
1980.529.2,False,True,38164,246,Asian Art,Buddha and Attendants Standing on Pasupati,Thailand,7th–8th century,600,799,Stone,"Gift of Mr. and Mrs. A. Richard Benedek, 1980"
1982.220.6,False,True,38165,246,Asian Art,Standing Buddha,Thailand,7th–8th century,600,799,Stone with traces of color,"Rogers Fund, 1982"
1987.417.5,False,True,38168,246,Asian Art,Head of Buddha,Thailand (Ratchaburi Province),9th century,800,899,Stucco,"Gift of Steven Kossak, The Kronos Collections, 1987"
